CNN,Street_Name,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
6432101,Great Hwy,92,Balboa St,Cabrillo St,2019-08-30T14:58:53.000,Survey,Yes,Arterial
10430000,Pierce St,52,Post St,Sutter St,2019-10-26T09:38:40.000,Survey,Yes,Residential
3506000,Cabrillo St,93,39th Ave,40th Ave,2019-08-30T15:13:47.000,Survey,Yes,Residential
4936000,Dorman Ave,85,Palou Ave,Barneveld Ave,2019-10-12T09:24:13.000,Survey,Yes,Residential
13080000,Vallejo St,77,Davis St,Front St,2019-09-08T09:45:20.000,Survey,Yes,Residential
3234001,BROOKDALE AVE,83,END,GENEVA AVE,2019-09-01T09:16:28.000,Survey,Yes,Residential
4137000,Clayton St,62,Ashbury St,17th St,2019-08-30T15:15:57.000,Survey,Yes,Arterial
2136000,Alameda St,34,Utah St,Potrero Ave,2019-10-27T09:19:08.000,Survey,Yes,Residential
2441000,Arkansas St,83,22nd St,Madera St,2019-10-19T09:19:26.000,Survey,Yes,Residential
7376000,Jackson St,85,Ross Aly,Duncombe Aly,2019-10-05T09:30:18.000,Survey,Yes,Residential
7378000,Jackson St,72,Pontiac St,Stockton St,2019-10-05T09:30:19.000,Survey,Yes,Residential
6893000,Heron St,93,Berwick Pl,08th St,2019-08-30T15:35:05.000,Survey,Yes,Residential
423000,09th Ave,89,Lake St,California St,2019-08-30T15:02:35.000,Survey,Yes,Residential
4300000,Columbus Ave,95,Mason St,Lombard St,2019-09-02T09:23:12.000,Survey,Yes,Arterial
9564000,Newhall St,77,Evans Ave,Fairfax Ave,2019-09-01T09:36:14.000,Survey,Yes,Residential
6260000,Golden Gate Ave,71,Jones St,Leavenworth St,2019-08-30T15:33:23.000,Survey,Yes,Arterial
1457000,25th St,87,Douglass St,Homestead St,2019-08-30T15:07:09.000,Survey,Yes,Residential
3687000,Card Aly,76,Stockton St,End,2019-09-29T09:21:50.000,Survey,Yes,Residential
4081000,Clay St,73,Davis St,Front St,2019-09-08T09:22:37.000,Survey,Yes,Arterial
4786000,Diana St,63,End,Shoup Ave \ Williams Ave,2019-10-12T09:23:50.000,Survey,Yes,Residential
3477000,Cabrillo St,84,11th Ave,12th Ave,2019-08-30T15:13:24.000,Survey,Yes,Residential
13782000,Yosemite Ave,82,Keith St,03rd St,2019-08-31T09:47:20.000,Survey,Yes,Residential
13318000,Visitacion Ave,89,End,Tunnel Ave,2015-10-19T19:50:03.000,Survey,Yes,Residential
6402000,Grant Ave,44,Fresno St,Vallejo St,2019-10-05T09:27:41.000,Survey,Yes,Residential
9875201,Octavia St,79,End,Haight St,2019-08-24T09:15:10.000,Survey,Yes,Residential
9791000,Oakdale Ave,58,Dunshee St,Quint St,2019-10-12T09:37:00.000,Survey,Yes,Arterial
2116000,Alabama St,96,22nd St,23rd St,2018-07-23T14:21:38.000,Survey,Yes,Residential
6590201,Guerrero St,80,27th St,Duncan St,2019-08-30T15:34:16.000,Survey,Yes,Arterial
2769000,Battery St,85,Greenwich St,Lombard St \ The Embarcadero,2019-09-08T09:19:57.000,Survey,Yes,Arterial
9760000,Oak St,55,Scott St,Divisadero St,2019-09-08T09:36:48.000,Survey,Yes,Arterial
11396000,San Bruno Ave,85,Somerset St,Teddy Ave \ Wabash Ter,2019-09-01T09:41:09.000,Survey,Yes,Residential
2751000,Battery St,61,Market St,Bush St,2019-09-08T09:19:49.000,Survey,Yes,Arterial
835000,18th Ave,83,Irving St,Judah St,2018-07-16T14:08:37.000,Survey,Yes,Residential
7960000,Laguna St,53,Willow St,Ellis St,2019-08-24T09:32:29.000,Survey,Yes,Collector
6801000,Hawes St,33,Egbert Ave,Fitzgerald Ave,2019-10-19T09:28:59.000,Survey,Yes,Residential
1176000,22nd St,83,Vermont St,San Bruno Ave,2019-08-24T09:15:15.000,Survey,Yes,Residential
8442000,Lombard St,79,Mason St,Newell St,2019-10-05T09:33:46.000,Survey,Yes,Residential
10457000,Pine St,83,Century Pl,Leidesdorff St,2019-09-08T09:38:45.000,Survey,Yes,Arterial
11976000,Sonoma St,85,Green St,Union St,2019-10-05T09:42:10.000,Survey,Yes,Residential
8965000,Mendell St,95,Oakdale Ave,03rd St \ Palou Ave,2017-07-17T14:08:52.000,Survey,Yes,Residential
8954000,Mendell St,41,Cargo Way,Newhall St,2019-09-01T09:35:14.000,Survey,Yes,Residential
10179000,Page St,65,Divisadero St,Broderick St,2019-09-08T09:37:41.000,Survey,Yes,Residential
1197000,22nd St,75,Fair Oaks St,Quane St,2019-08-30T15:06:03.000,Survey,Yes,Residential
9060000,Minnesota St,50,25th St,End,2019-10-27T09:16:36.000,Survey,Yes,Residential
3189000,Broderick St,38,Page St,Oak St,2019-10-20T09:20:50.000,Survey,Yes,Residential
7482000,Jennings St,80,Armstrong Ave,Bancroft Ave,2019-10-12T09:30:44.000,Survey,Yes,Residential
2822103,Bay Shore Blvd,59,Bayview Park Rd \ Hester Ave \ Hwy 101 S Off Ramp,Lois Ln,2019-09-01T09:17:56.000,Survey,Yes,Arterial
359000,07th Ave,85,Hugo St,Irving St,2019-10-13T09:17:40.000,Survey,Yes,Arterial
10951000,Red Rock Way,86,End,Amber Dr \ Duncan St,2019-08-30T15:42:11.000,Survey,Yes,Residential
1178000,22nd St,85,Utah St,Potrero Ave,2019-08-24T09:18:44.000,Survey,Yes,Residential
4088000,Clay St,85,Walter U Lum Pl,Grant Ave,2019-10-05T09:22:41.000,Survey,Yes,Collector
6161000,Genoa Pl,38,Union St,Filbert St,2019-10-26T09:26:51.000,Survey,Yes,Residential
10810000,Quesada Ave,95,Crisp Rd,Hawes St,2019-11-02T09:39:46.000,Survey,Yes,Residential
7388000,Jackson St,64,Marcy Pl,Auburn St,2019-10-13T09:30:24.000,Survey,Yes,Collector
1930000,42nd Ave,91,Balboa St,Cabrillo St,2019-08-30T15:09:10.000,Survey,Yes,Residential
6500000,Greenwich St,79,Jansen St,Taylor St,2019-08-24T09:28:15.000,Survey,Yes,Residential
11682000,Scott St,73,Lloyd St,Waller St,2019-08-30T15:43:12.000,Survey,Yes,Residential
11683000,Scott St,40,Waller St,Haight St,2019-09-08T09:41:34.000,Survey,Yes,Residential
8813000,Mason St,51,Sacramento St,Ewer Pl,2019-10-26T09:34:36.000,Survey,Yes,Residential
3637000,Campbell Ave,83,San Bruno Ave,Brussels St,2019-09-01T09:21:44.000,Survey,Yes,Residential
216201,03rd St,84,Shafter Ave,Thomas Ave,2019-08-31T09:17:14.000,Survey,Yes,Arterial
6109000,Geary St,83,Stockton St,Powell St,2019-09-02T09:26:43.000,Survey,Yes,Arterial
3721000,Carr St,70,Paul Ave,Salinas Ave,2019-08-31T09:22:03.000,Survey,Yes,Residential
12768000,Twin Peaks Blvd,94,Burnett Ave,Christmas Tree Point Rd,2019-08-30T15:45:02.000,Survey,Yes,Residential
4287000,Columbus Ave,95,Gibb St \ Ils Ln,Jackson St,2019-08-24T09:23:06.000,Survey,Yes,Arterial
11163000,Rosie Lee Ln,60,Espanola St,Lillian St,2019-09-01T09:40:30.000,Survey,Yes,Residential
9389000,Morse St,70,Pope St,Unnamed 069,2016-11-22T10:42:43.000,Treatment,Yes,Residential
8252000,Leavenworth St,80,Clay St,Washington St,2019-08-25T09:33:01.000,Survey,Yes,Residential
3778000,Castillo St,85,Velasco Ave,End,2019-09-01T09:22:12.000,Survey,Yes,Residential
7077000,Hudson Ave,95,Keith St,Mendell St,2019-09-01T09:29:19.000,Survey,Yes,Collector
899000,18th St,78,Clover St,Danvers St,2019-08-30T15:05:02.000,Survey,Yes,Collector
12622000,Toland St,15,Evans Ave \ Napoleon St,Galvez Ave,2019-09-28T09:44:28.000,Survey,Yes,Residential
12008000,South Park,94,02nd St,End,2019-08-30T15:43:23.000,Survey,Yes,Residential
7931102,La Salle Ave,86,Newcomb Ave,Las Villas Ct,2019-09-01T09:32:08.000,Survey,Yes,Collector
8719000,Mariposa St,43,Texas St,Missouri St,2019-10-19T09:34:10.000,Survey,Yes,Collector
11148201,Roosevelt Way,66,Saturn St,17th St \ Uranus Ter,2019-08-30T15:42:26.000,Survey,Yes,Collector
10935000,Rankin St,35,Quesada Ave,Revere Ave,2019-10-20T09:40:04.000,Survey,Yes,Residential
3376000,Burke Ave,86,End,03rd St,2019-09-01T09:21:12.000,Survey,Yes,Residential
223201,03rd St,61,Armstrong Ave,Bancroft Ave,2019-08-31T09:17:22.000,Survey,Yes,Arterial
6457000,Green St,45,Eaton Pl,Mason St,2019-10-13T09:28:02.000,Survey,Yes,Residential
2692000,Balboa St,94,47th Ave,48th Ave,2019-08-30T15:11:37.000,Survey,Yes,Collector
10474000,Pine St,86,Leavenworth St,Hyde St,2019-09-02T09:38:55.000,Survey,Yes,Arterial
12450000,Taylor St,40,Fallon Pl,Vallejo St,2019-10-13T09:43:40.000,Survey,Yes,Residential
3554000,California St,59,Laguna St,Buchanan St,2019-08-25T09:21:44.000,Survey,Yes,Arterial
9602000,Nibbi Ct,57,Gillette Ave,End,2019-08-31T09:36:23.000,Survey,Yes,Residential
8960000,Mendell St,85,Innes Ave,Jerrold Ave,2019-09-01T09:35:17.000,Survey,Yes,Residential
7394000,Jackson St,69,Hyde St,Larkin St,2019-10-05T09:30:28.000,Survey,Yes,Residential
8747203,Market St,80,Powell St,05th St \ Cyril Magnin St,2019-08-25T09:43:58.000,Survey,Yes,Arterial
4607000,Davis St,64,Sacramento St,Clay St,2019-09-29T09:23:32.000,Survey,Yes,Collector
13084000,Vallejo St,36,Sansome St,Prescott Ct,2019-10-26T09:45:22.000,Survey,Yes,Residential
6803000,Hawes St,100,Gilman Ave,Hollister Ave,2018-05-01T10:26:34.000,Treatment,Yes,Residential
6256000,Gold Mine Dr,77,Topaz Way,Colleen Way \ Onique Ln,2019-08-30T15:33:21.000,Survey,Yes,Residential
7393000,Jackson St,55,Wall Pl,Hyde St,2019-11-02T09:30:27.000,Survey,Yes,Collector
12337000,Sutter St,54,Webster St,Cottage Row,2019-08-25T09:43:18.000,Survey,Yes,Collector
12223000,Stockton St,85,North Point St,Beach St,2019-09-02T09:42:57.000,Survey,Yes,Residential
7121000,Hyde St,76,Geary St,Post St,2019-08-30T15:35:48.000,Survey,Yes,Arterial
204201,03rd St,63,Galvez Ave \ Sam Jordans Way,Hudson Ave,2019-08-31T09:17:01.000,Survey,Yes,Arterial
12169000,Stevenson St,86,End,04th St,2019-08-30T15:43:51.000,Survey,Yes,Residential
6485000,Greenwich St,84,Battery St,Sansome St,2019-09-08T09:28:08.000,Survey,Yes,Residential
10839000,Quint St,54,Maddux Ave,Thomas Ave,2019-10-20T09:40:00.000,Survey,Yes,Residential
3762101,Cashmere St,56,Dedman Ct \ Whitney Young Cir,La Salle Ave,2019-11-02T09:22:11.000,Survey,Yes,Residential
851000,18th St,25,Tennessee St,Minnesota St,2019-10-27T09:18:16.000,Survey,Yes,Residential
9318101,MONTGOMERY ST,70,FILBERT ST,GREENWICH ST,2012-03-13T13:35:19.000,Survey,Yes,
15048000,TERRY A FRANCOIS BLVD,44,WARRIORS WAY,END,2004-07-29T16:33:20.000,Survey,No,
228101,03rd St,83,Gilman Ave \ Paul Ave,Hollister Ave,2019-08-31T09:17:26.000,Survey,Yes,Arterial
11248000,Sacramento St,84,Polk St,Van Ness Ave,2019-09-02T09:40:56.000,Survey,Yes,Collector
11535000,Sanchez St,70,27th St,Duncan St,2019-08-30T15:43:03.000,Survey,Yes,Residential
1472000,26th Ave,94,Clement St,Geary Blvd,2019-08-30T15:07:14.000,Survey,Yes,Residential
7222000,Ingalls St,64,La Salle Ave,George Ct,2019-08-31T09:29:49.000,Survey,Yes,Arterial
10684000,Powell St,59,Pine St,California St,2019-10-26T09:39:31.000,Survey,Yes,Collector
233203,03RD ST,100,LE CONTE AVE,KEITH ST,2007-07-26T16:21:27.000,Survey,No,
3863000,Central Ave,64,Fell St,Hayes St,2019-09-28T09:22:16.000,Survey,Yes,Residential
9096001,MISSION ST,85,04TH ST,JESSIE EAST ST,2013-01-08T15:18:02.000,Survey,Yes,
6609000,Haight St,85,Steiner St,Pierce St,2019-09-08T09:28:35.000,Survey,Yes,Collector
6937000,Hoffman Ave,85,22nd St,Alvarado St,2019-08-30T15:35:11.000,Survey,Yes,Residential
3791000,Castro St,76,18th St,19th St,2019-08-30T15:14:40.000,Survey,Yes,Arterial
8775201,Market St,95,Clayton St,Short St,2019-08-30T15:39:01.000,Survey,Yes,Arterial
8134000,Larkin St,67,Post St,Hemlock St,2019-08-25T09:32:41.000,Survey,Yes,Arterial
3241203,BROTHERHOOD WAY,86,SUMMIT WAY,CHURCH ACCESS RD,2013-01-08T15:18:02.000,Survey,Yes,
26688000,Greenwich St: Polk St Intersection,100,POLK ST,Intersection,2018-04-24T16:27:28.000,Treatment,No,
9315101,MONTGOMERY ST,64,UNION ST,SCHOOL ALY,2012-03-13T13:35:19.000,Survey,Yes,
5861001,FREMONT ST,80,MISSION ST,END,2002-11-19T00:00:00.000,Survey,Yes,
2840000,Beach St,37,Powell St,Mason St,2019-09-29T09:20:12.000,Survey,Yes,Collector
12487000,Tennessee St,63,Tubbs St,23rd St,2019-10-27T09:43:57.000,Survey,Yes,Residential
11529000,Sanchez St,94,24th St,Jersey St,2019-08-30T15:42:59.000,Survey,Yes,Residential
185207,03RD ST,77,NELSON RISING LN,WARRIORS WAY,2013-01-08T15:18:02.000,Survey,Yes,
13663000,Willow St,85,Polk St,Van Ness Ave,2017-07-27T14:14:34.000,Survey,Yes,Residential
2064000,48th Ave,80,Balboa St,Cabrillo St,2019-08-30T15:09:37.000,Survey,Yes,Residential
6885001,HERMANN ST,40,LAGUNA ST,PALM LN,2018-08-16T13:38:18.000,Survey,Yes,
9317201,MONTGOMERY ST,59,ALTA ST,FILBERT ST,2012-03-13T13:35:19.000,Survey,Yes,
12600000,Thornton Ave,85,Mercury St,Mercury St,2019-08-31T09:16:04.000,Survey,Yes,Residential
7806002,KENSINGTON WAY,83,VASQUEZ AVE,PUBLIC PARK,2012-03-13T13:35:19.000,Survey,Yes,
9502002,NAPLES ST,100,MUNICH ST,CURTIS ST,2016-11-09T16:01:40.000,Treatment,Yes,
8978001,MERCED AVE,93,PACHECO ST,PACHECO ST,2017-07-19T11:19:53.000,Survey,Yes,
5647001,FOERSTER ST,80,LOS PALMOS DR,DORCAS WAY,2012-03-13T13:35:19.000,Survey,Yes,
8287000,Leidesdorff St,84,Pine St,California St,2019-09-29T09:33:09.000,Survey,Yes,Residential
9318201,MONTGOMERY ST,70,FILBERT ST,GREENWICH ST,2012-03-13T13:35:19.000,Survey,Yes,
7710206,QUINT ST,62,JERROLD AVE,END,2009-08-10T15:43:09.000,Survey,No,
10502201,PIOCHE ST,40,END,MADISON ST,2012-03-13T13:35:19.000,Survey,Yes,
13475000,Wawona St,85,19th Ave,20th Ave,2018-07-17T15:36:38.000,Survey,Yes,Residential
10783000,Progress St,77,Whitney Young Cir,End,2019-09-01T09:15:59.000,Survey,Yes,Residential
3450000,Bush St,80,Buchanan St,Webster St,2019-10-13T09:21:27.000,Survey,Yes,Arterial
6673000,Hardie Pl,61,Kearny St,End,2019-10-06T09:28:48.000,Survey,Yes,Residential
7520003,JESSIE ST,84,04TH ST,JESSIE EAST ST,2012-03-13T13:35:19.000,Survey,Yes,
3537000,California St,100,Pratt Pl,Joice St,2019-10-26T09:21:36.000,Survey,Yes,Arterial
9502001,NAPLES ST,100,MUNICH ST,CURTIS ST,2016-11-09T16:01:40.000,Treatment,Yes,
2650000,Balboa St,84,06th Ave,07th Ave,2019-08-30T15:11:09.000,Survey,Yes,Arterial
8764201,Market St,66,Church St,15th St,2019-08-30T15:38:38.000,Survey,Yes,Arterial
3155002,BROADWAY,100,CORDELIA ST,TURK MURPHY LN,2018-05-31T12:02:59.000,Treatment,Yes,
9567000,Newhall St,80,Hudson Ave,Innes Ave,2019-09-01T09:36:16.000,Survey,Yes,Residential
3658002,CAPITOL AVE,28,HABITAT TER,SAGAMORE ST,2012-03-13T13:35:19.000,Survey,Yes,
6620000,Haight St,62,Clayton St,Belvedere St,2019-10-26T09:28:40.000,Survey,Yes,Arterial
3361000,Buena Vista Ter,60,Roosevelt Way,15th St,2019-08-30T15:12:56.000,Survey,Yes,Residential
10832000,Quint St,44,Newcomb Ave,Oakdale Ave,2019-08-31T09:39:56.000,Survey,Yes,Arterial
1630000,29th St,79,San Jose Ave,Dolores St,2019-08-30T15:07:57.000,Survey,Yes,Residential
11732000,Sears St,88,Lawrence Ave,Sickles Ave,2018-06-06T13:44:46.000,Treatment,Yes,Residential
3335000,Buchanan St,83,Eddy St,Willow St,2018-08-23T14:28:44.000,Survey,Yes,Residential
7710207,QUINT ST,62,JERROLD AVE,END,2009-08-10T15:43:09.000,Survey,No,
7377000,Jackson St,80,Duncombe Aly,Pontiac St,2019-10-05T09:30:18.000,Survey,Yes,Residential
11695000,Scott St,85,Eddy St,Ellis St,2019-10-13T09:41:39.000,Survey,Yes,Residential
12844000,Union St,85,Bannan Pl,Cadell Pl,2017-07-12T14:13:32.000,Survey,Yes,Residential
9096002,MISSION ST,85,JESSIE EAST ST,JESSIE WEST ST,2013-01-08T15:18:02.000,Survey,Yes,
191201,03rd St,75,22nd St,23rd St,2019-08-31T09:16:47.000,Survey,Yes,Arterial
7739000,Kansas St,82,25th St,26th St,2019-10-19T09:31:23.000,Survey,Yes,Residential
10290000,Parnassus Ave,64,Woodland Ave,Willard St,2019-10-26T09:38:02.000,Survey,Yes,Arterial
6885002,HERMANN ST,40,PALM LN,BUCHANAN ST,2018-08-16T13:38:18.000,Survey,Yes,
12440000,Taylor St,41,Pine St,California St,2019-10-26T09:43:33.000,Survey,Yes,Arterial
5647002,FOERSTER ST,80,DORCAS WAY,GATUN ALY,2012-03-13T13:35:19.000,Survey,Yes,
8772103,Market St,81,Storrie St,Hattie St,2019-08-30T15:38:53.000,Survey,Yes,Arterial
9565000,Newhall St,66,Fairfax Ave,Galvez Ave,2019-09-01T09:36:15.000,Survey,Yes,Residential
8830000,Mason St,62,Valparaiso St,Greenwich St,2019-08-25T09:34:46.000,Survey,Yes,Collector
1762000,34th Ave,87,Yorba St,Escondido Ave,2018-08-20T14:17:44.000,Survey,Yes,Residential
3658001,CAPITOL AVE,28,END,HABITAT TER,2012-03-13T13:35:19.000,Survey,Yes,
5805000,Franklin St,85,Fulton St,Mcallister St,2019-08-24T09:25:44.000,Survey,Yes,Arterial
4765000,Diamond St,32,Poppy Ln,Sussex St,2019-08-30T15:20:44.000,Survey,Yes,Residential
2221002,Alta St,69,End,Montgomery St,2019-10-26T09:14:56.000,Survey,Yes,Residential
7029000,Howard St,81,Spear St,Main St,2019-08-30T15:35:17.000,Survey,Yes,Arterial
21540000,MISSION ST,100,WHIPPLE AVE \ WHIPPLE ST,Intersection,2001-07-16T00:00:00.000,Treatment,No,
104002,01ST ST,100,END,MINNA ST,2002-11-19T00:00:00.000,Survey,Yes,
984000,19th St,88,Hartford St,Castro St,2019-08-30T15:05:14.000,Survey,Yes,Residential
12056000,Sproule Ln,82,Sacramento St,Clay St,2019-10-06T09:42:13.000,Survey,Yes,Residential
185104,03RD ST,48,MISSION BAY BLVD,WARRIORS WAY,2005-11-16T16:50:06.000,Survey,Yes,
6492000,Greenwich St,85,Grant Ave,Kramer Pl,2019-10-05T09:28:10.000,Survey,Yes,Residential
6788000,Hawes St,64,Hudson Ave \ Hunters Point Blvd,Innes Ave,2019-09-01T09:28:56.000,Survey,Yes,Residential
9235000,Moncada Way,100,Cedro Ave,End,2018-07-03T08:39:16.000,Treatment,Yes,Residential
12532005,TERRY A FRANCOIS BLVD,44,WARRIORS WAY,16TH ST,2004-07-29T16:33:20.000,Survey,No,
12718000,Turk St,90,Jones St,Leavenworth St,2019-08-30T15:44:41.000,Survey,Yes,Arterial
6274000,Golden Gate Ave,56,Scott St,Seymour St,2019-08-25T09:27:12.000,Survey,Yes,Arterial
11162000,Rosie Lee Ln,70,Ingalls St \ Northridge Rd,Espanola St,2019-09-01T09:40:30.000,Survey,Yes,Residential
11431000,San Jose Ave,78,25th St,Juri St,2019-08-30T15:42:37.000,Survey,Yes,Residential
10019000,Ortega St,87,31st Ave,32nd Ave,2018-08-25T15:17:24.000,Survey,Yes,Residential
6310000,Gough St,81,Market St,Haight St,2019-08-24T09:27:16.000,Survey,Yes,Arterial
4996101,Dukes Ct,56,Cashmere St,End,2019-09-01T09:24:18.000,Survey,Yes,Residential
6174000,Gilbert St,88,Brannan St \ Jeff Adachi Way,End,2019-08-30T15:33:14.000,Survey,Yes,Residential
7458002,JEFFERSON ST,100,AL SCOMA WAY,LEAVENWORTH ST \ RICHARD HENRY DANA PL,2013-11-15T14:44:08.000,Treatment,Yes,
6602000,Haight St,85,Gough St \ Market St,Gough St,2019-08-24T09:16:13.000,Survey,Yes,Collector
4964000,Downey St,34,Waller St,Frederick St,2019-10-26T09:24:15.000,Survey,Yes,Residential
9108000,Mission St,83,10th St,11th St,2019-08-30T15:40:15.000,Survey,Yes,Arterial
5206000,Elm St,85,End,Scott St,2019-08-25T09:24:40.000,Survey,Yes,Residential
1329000,24th St,68,Utah St,Potrero Ave,2019-10-27T09:18:55.000,Survey,Yes,Residential
10074002,PACHECO ST,46,MERCED AVE,END,2017-07-21T11:22:48.000,Survey,Yes,
10833000,Quint St,85,Oakdale Ave,Drummond Aly,2019-08-31T09:39:56.000,Survey,Yes,Arterial
6044201,Geary Blvd,49,Divisadero St,Broderick St,2019-08-25T09:26:41.000,Survey,Yes,Arterial
11556000,Sansome St,48,Vallejo St,Green St,2019-09-08T09:41:19.000,Survey,Yes,Arterial
11495201,SAN MARCOS AVE,100,SANTA RITA AVE,UNNAMED 031 \ UNNAMED 032,2017-02-24T14:54:39.000,Treatment,Yes,
9320000,Montgomery St,85,Lombard St,Chestnut St,2019-10-06T09:35:58.000,Survey,Yes,Residential
3144000,Broadway,85,Front St,Battery St,2019-08-24T09:20:36.000,Survey,Yes,Arterial
701002,16TH ST,67,DAGGETT ST,MISSOURI ST,2015-10-08T00:09:43.000,Survey,Yes,
169000,03rd St,77,Clementina St,Folsom St,2019-08-30T15:00:56.000,Survey,Yes,Arterial
11588201,SANTA RITA AVE,100,MESA AVE,SAN MARCOS AVE,2017-01-23T09:39:32.000,Treatment,Yes,
947000,19th St,83,Missouri St,Connecticut St,2019-10-19T09:18:29.000,Survey,Yes,Residential
6579101,Guerrero St,94,17th St,18th St,2019-08-30T15:33:57.000,Survey,Yes,Arterial
12097000,Stanyan St,66,Grattan St,Alma St,2019-10-26T09:42:22.000,Survey,Yes,Arterial
7300000,Irving St,96,23rd Ave,24th Ave,2018-07-16T14:57:11.000,Survey,Yes,Collector
8356201,Lincoln Way,80,18th Ave,19th Ave \ Crossover Dr,2019-10-13T09:33:39.000,Survey,Yes,Arterial
12532004,TERRY A FRANCOIS BLVD,44,MISSION BAY BLVD,WARRIORS WAY,2004-07-29T16:33:20.000,Survey,No,
2435000,Arkansas St,79,16th St,17th St,2019-10-19T09:19:22.000,Survey,Yes,Residential
6455000,Green St,37,Powell St,August Aly,2019-10-13T09:28:01.000,Survey,Yes,Residential
7025000,Hotaling Pl,81,Washington St,Jackson St,2017-10-16T12:16:49.000,Survey,Yes,Residential
2475000,Cesar Chavez St,50,Missouri St,Connecticut St,2019-08-24T09:22:25.000,Survey,Yes,Arterial
5951000,Fulton St,95,44th Ave,45th Ave,2019-08-30T15:31:45.000,Survey,Yes,Arterial
5191000,Ellis St,81,Beideman St,Divisadero St,2019-10-13T09:24:39.000,Survey,Yes,Residential
7838000,Kingston St,87,San Jose Ave,Mission St,2018-08-09T15:00:10.000,Survey,Yes,Residential
4661000,De Soto St,100,Urbano Dr,Urbano Dr,2018-07-03T08:32:20.000,Treatment,Yes,Residential
3241202,BROTHERHOOD WAY,86,CHUMASERO DR \ THOMAS MORE WAY,SUMMIT WAY,2013-01-08T15:18:02.000,Survey,Yes,
13186101,VASQUEZ AVE,81,GARCIA AVE,KENSINGTON WAY,2012-03-13T13:35:19.000,Survey,Yes,
10131000,Pacific Ave,75,Trenton St,Powell St,2019-09-29T09:37:22.000,Survey,Yes,Residential
4095000,Clay St,38,Powell St,Codman Pl,2019-10-13T09:22:45.000,Survey,Yes,Residential
5861002,FREMONT ST,80,END,NATOMA ST,2002-11-19T00:00:00.000,Survey,Yes,
11137000,Romolo St,53,Broadway,Fresno St,2019-10-05T09:40:28.000,Survey,Yes,Residential
5354000,Everson St,86,Digby St,Digby St,2019-08-30T15:30:16.000,Survey,Yes,Residential
7955000,Laguna St,42,Mcallister St,Redwood St,2019-08-24T09:32:26.000,Survey,Yes,Collector
4555001,CURTIS ST,100,NAPLES ST,PRAGUE ST,2018-10-30T11:27:18.000,Treatment,Yes,
10124000,Pacific Ave,70,Kearny St,Columbus Ave,2019-09-29T09:37:17.000,Survey,Yes,Residential
4163000,Clement St,95,Park Presidio Blvd,14th Ave,2019-08-30T15:16:10.000,Survey,Yes,Residential
184001,03RD ST,50,TERRY A FRANCOIS BLVD,CHANNEL ST,2005-11-16T16:50:06.000,Survey,Yes,
2767000,Battery St,82,Union St,Filbert St,2019-09-08T09:19:56.000,Survey,Yes,Arterial
5184000,Ellis St,78,End,Hollis St,2019-10-13T09:15:35.000,Survey,Yes,Residential
